  Time[s]              u[ft/s]            v[ft/s]                w[ft/s]              p[rad/s]             q[rad/s]             r[rad/s]             x[ft]                y[ft]                z[ft]                e0                   ex                   ey                   ez
  0.000000000000e+00   2.107781374672e+02   0.000000000000e+00   6.302838063805e+01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00  -5.000000000000e+02   9.894651188983e-01   0.000000000000e+00   1.447714698538e-01   0.000000000000e+00
  1.000000000000e-01   2.107781374672e+02   0.000000000000e+00   6.302838063805e+01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   2.200000000000e+01   0.000000000000e+00  -5.000000000000e+02   9.894651188983e-01   0.000000000000e+00   1.447714698538e-01   0.000000000000e+00
  2.000000000000e-01   2.107781374672e+02   0.000000000000e+00   6.302838063805e+01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   4.400000000000e+01   0.000000000000e+00  -5.000000000000e+02   9.894651188983e-01   0.000000000000e+00   1.447714698538e-01   0.000000000000e+00
  3.000000000000e-01   2.107781374672e+02   0.000000000000e+00   6.302838063805e+01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.600000000000e+01   0.000000000000e+00  -5.000000000000e+02   9.894651188983e-01   0.000000000000e+00   1.447714698538e-01   0.000000000000e+00
  4.000000000000e-01   2.107781374672e+02   0.000000000000e+00   6.302838063805e+01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.800000000000e+01   0.000000000000e+00  -5.000000000000e+02   9.894651188983e-01   0.000000000000e+00   1.447714698538e-01   0.000000000000e+00
  5.000000000000e-01   2.107781374672e+02   0.000000000000e+00   6.302838063805e+01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.100000000000e+02   0.000000000000e+00  -5.000000000000e+02   9.894651188983e-01   0.000000000000e+00   1.447714698538e-01   0.000000000000e+00
  6.000000000000e-01   2.107781374672e+02   0.000000000000e+00   6.302838063805e+01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.320000000000e+02   0.000000000000e+00  -5.000000000000e+02   9.894651188983e-01   0.000000000000e+00   1.447714698538e-01   0.000000000000e+00
  7.000000000000e-01   2.107781374672e+02   0.000000000000e+00   6.302838063805e+01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.540000000000e+02   0.000000000000e+00  -5.000000000000e+02   9.894651188983e-01   0.000000000000e+00   1.447714698538e-01   0.000000000000e+00
  8.000000000000e-01   2.107781374672e+02   0.000000000000e+00   6.302838063805e+01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.760000000000e+02   0.000000000000e+00  -5.000000000000e+02   9.894651188983e-01   0.000000000000e+00   1.447714698538e-01   0.000000000000e+00
  9.000000000000e-01   2.107781374672e+02   0.000000000000e+00   6.302838063805e+01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.980000000000e+02   0.000000000000e+00  -5.000000000000e+02   9.894651188983e-01   0.000000000000e+00   1.447714698538e-01   0.000000000000e+00
