  Time[s]              u[ft/s]            v[ft/s]                w[ft/s]              p[rad/s]             q[rad/s]             r[rad/s]             x[ft]                y[ft]                z[ft]                e0                   ex                   ey                   ez
  0.000000000000e+00   2.097060887872e+02   0.000000000000e+00   6.650831771715e+01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00  -5.000000000000e+02   9.882331441738e-01   0.000000000000e+00   1.529550677693e-01   0.000000000000e+00
  1.000000000000e-01   2.097060887872e+02  -5.428479513665e-21   6.650831771715e+01   1.131865091910e-22   4.345359875428e-18   8.192520077407e-22   2.200000000000e+01   1.419681274287e-24  -5.000000000000e+02   9.882331441738e-01   3.817832724456e-24   1.529550677693e-01   1.327736186935e-23
  2.000000000000e-01   2.097060887872e+02  -2.606942810166e-20   6.650831771715e+01   2.660102032098e-22  -5.431703811988e-19   1.052481865123e-21   4.400000000000e+01   3.555559530933e-23  -5.000000000000e+02   9.882331441738e-01   2.192006893855e-23   1.529550677693e-01   6.490195182737e-23
  3.000000000000e-01   2.097060887872e+02  -4.556295420461e-20   6.650831771715e+01   4.499678232721e-22   2.715849271134e-18   1.266128826022e-21   6.600000000000e+01   1.535750906626e-22  -5.000000000000e+02   9.882331441738e-01   4.741303259162e-23   1.529550677693e-01   1.162293902527e-22
  4.000000000000e-01   2.097060887872e+02  -7.533893361698e-20   6.650831771715e+01   8.055402949340e-22   5.431698754104e-18   2.269139159772e-21   8.800000000000e+01   4.175995278457e-22  -5.000000000000e+02   9.882331441738e-01   9.055955591839e-23   1.529550677693e-01   1.957310845686e-22
  5.000000000000e-01   2.097060887872e+02  -1.254278173288e-19   6.650831771715e+01   1.349540580993e-21   6.518037916767e-18   3.479316168852e-21   1.100000000000e+02   9.338452219373e-22  -5.000000000000e+02   9.882331441738e-01   1.651127710992e-22   1.529550677693e-01   3.299487160561e-22
  6.000000000000e-01   2.097060887872e+02  -2.019306821740e-19   6.650831771715e+01   2.232054156770e-21   1.249290657523e-17   5.692714563437e-21   1.320000000000e+02   1.872058346132e-21  -5.000000000000e+02   9.882331441738e-01   2.857407634376e-22   1.529550677693e-01   5.368918818794e-22
  7.000000000000e-01   2.097060887872e+02  -3.253215256720e-19   6.650831771715e+01   3.608381989386e-21   1.575192447221e-17   8.843261421316e-21   1.540000000000e+02   3.505645655235e-21  -5.000000000000e+02   9.882331441738e-01   4.830223232318e-22   1.529550677693e-01   8.714417799284e-22
  8.000000000000e-01   2.097060887872e+02  -5.048915945469e-19   6.650831771715e+01   5.578069380867e-21   1.955411137364e-17   1.258677927084e-20   1.760000000000e+02   6.262058826961e-21  -5.000000000000e+02   9.882331441738e-01   7.888870998635e-22   1.529550677693e-01   1.363881644678e-21
  9.000000000000e-01   2.097060887872e+02  -7.500044877765e-19   6.650831771715e+01   8.333651349164e-21   2.715848702634e-17   1.739710336416e-20   1.980000000000e+02   1.075938553414e-20  -5.000000000000e+02   9.882331441738e-01   1.242689137980e-21   1.529550677693e-01   2.046715803446e-21
  1.000000000000e+00   2.097060887872e+02  -1.085679319805e-18   6.650831771715e+01   1.224695326843e-20   4.019456094457e-17   2.453750142398e-20   2.200000000000e+02   1.786282534977e-20  -5.000000000000e+02   9.882331441738e-01   1.903992615318e-21   1.529550677693e-01   2.993414030942e-21
