   Time                        u                   v                   w                  p                      q                      r                  x_f                     y_f                   z_f                   e_0                   e_x                   e_y                   e_z 
  6.700000000000e+00   9.903462420215e+01   0.000000000000e+00   2.131304633120e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.672899868383e+02   0.000000000000e+00   5.928425158878e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  6.800000000000e+00   9.901193514383e+01   0.000000000000e+00   2.162804598647e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.771923172365e+02   0.000000000000e+00   5.926278103130e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  6.900000000000e+00   9.898895372013e+01   0.000000000000e+00   2.194290865560e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.870923641216e+02   0.000000000000e+00   5.924099554247e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.000000000000e+00   9.896567862270e+01   0.000000000000e+00   2.225763214914e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   6.969900981914e+02   0.000000000000e+00   5.921889526038e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.100000000000e+00   9.894210855818e+01   0.000000000000e+00   2.257221426744e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.068854900138e+02   0.000000000000e+00   5.919648032530e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.200000000000e+00   9.891824224719e+01   0.000000000000e+00   2.288665280060e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.167785100281e+02   0.000000000000e+00   5.917375087971e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.300000000000e+00   9.889407842330e+01   0.000000000000e+00   2.320094552838e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.266691285462e+02   0.000000000000e+00   5.915070706830e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.400000000000e+00   9.886961583207e+01   0.000000000000e+00   2.351509022013e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.365573157539e+02   0.000000000000e+00   5.912734903800e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.500000000000e+00   9.884485323010e+01   0.000000000000e+00   2.382908463470e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.464430417122e+02   0.000000000000e+00   5.910367693795e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.600000000000e+00   9.881978938420e+01   0.000000000000e+00   2.414292652035e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.563262763584e+02   0.000000000000e+00   5.907969091957e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.700000000000e+00   9.879442307055e+01   0.000000000000e+00   2.445661361468e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.662069895068e+02   0.000000000000e+00   5.905539113651e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.800000000000e+00   9.876875307393e+01   0.000000000000e+00   2.477014364449e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.760851508497e+02   0.000000000000e+00   5.903077774470e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  7.900000000000e+00   9.874277818698e+01   0.000000000000e+00   2.508351432574e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.859607299586e+02   0.000000000000e+00   5.900585090234e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  8.000000000000e+00   9.871649720947e+01   0.000000000000e+00   2.539672336342e+02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   7.958336962841e+02   0.000000000000e+00   5.898061076992e+04   1.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
