  Time[s]              u[ft/s]             v[ft/s]               w[ft/s]               p[rad/s]             q[rad/s]             r[rad/s]             x[ft]                y[ft]                z[ft]                phi[rad]             theta[rad]             psi[rad]
  4.950000000000e-01   1.964789483465e+02   2.472623373253e+00   7.732852490924e-01   1.027406033205e+02  -1.937388640029e-01  -1.356483600876e-01   1.003412369070e+02  -2.102837745705e-02  -9.923204622377e+00   4.978643269110e+01   6.541879890172e-03  -1.342413078469e-02
  5.000000000000e-01   1.963593724364e+02   2.558942736931e+00  -6.087722392870e-01   1.026770157979e+02  -2.327531963645e-01  -2.130685373468e-02   1.013233838731e+02  -2.148027956302e-02  -9.931499345331e+00   5.029997570813e+01   5.377149551827e-03  -1.357441693496e-02
  5.050000000000e-01   1.962389929702e+02   1.919206514455e+00  -1.854839404019e+00   1.026137072445e+02  -2.100288540693e-01   9.589091309518e-02   1.023049410715e+02  -2.193352230669e-02  -9.938979909791e+00   5.081320175579e+01   4.225455759588e-03  -1.371579403147e-02
  5.100000000000e-01   1.961164135960e+02   7.204812124593e-01  -2.608839028092e+00   1.025504798854e+02  -1.329982350034e-01   1.851714913471e-01   1.032858994345e+02  -2.238784727714e-02  -9.945646733378e+00   5.132611175153e+01   3.087110787534e-03  -1.384798358690e-02
  5.150000000000e-01   1.959927381561e+02  -7.099191311513e-01  -2.649006470175e+00   1.024871578907e+02  -2.317621015645e-02   2.238402813351e-01   1.042662490270e+02  -2.284298378416e-02  -9.951500254900e+00   5.183870558188e+01   1.962399485013e-03  -1.397072097913e-02
  5.200000000000e-01   1.958705154534e+02  -1.975445287626e+00  -1.951434126439e+00   1.024237741581e+02   8.985055489584e-02   2.030562463579e-01   1.052459899326e+02  -2.329880142081e-02  -9.956540959292e+00   5.235098273624e+01   8.515801554749e-04  -1.408375508158e-02
  5.250000000000e-01   1.957511220087e+02  -2.721030559288e+00  -6.981507929533e-01   1.023605447160e+02   1.764119758544e-01   1.298068949879e-01   1.062251330343e+02  -2.375532530239e-02  -9.960769347286e+00   5.286294338710e+01  -2.451164147264e-04  -1.418684819696e-02
  5.300000000000e-01   1.956332835737e+02  -2.732401881981e+00   7.724098820073e-01   1.022976502163e+02   2.145584505897e-01   2.465969694777e-02   1.072036895057e+02  -2.421259009062e-02  -9.964185903284e+00   5.337458879919e+01  -1.327486453341e-03  -1.427977767198e-02
  5.350000000000e-01   1.955143118271e+02  -1.996288020329e+00   2.058549416205e+00   1.022350465679e+02   1.956249556374e-01  -8.400368371235e-02   1.081816596165e+02  -2.467048006043e-02  -9.966791107807e+00   5.388592061501e+01  -2.395352219619e-03  -1.436233561731e-02
  5.400000000000e-01   1.953928423955e+02  -7.049252459714e-01   2.806014573711e+00   1.021725023887e+02   1.261482927388e-01  -1.676545724716e-01   1.091590324634e+02  -2.512872208428e-02  -9.968585471546e+00   5.439693972083e+01  -3.448563333110e-03  -1.443432927593e-02
  5.450000000000e-01   1.952702808648e+02   7.961737213104e-01   2.805553680061e+00   1.021098307896e+02   2.573185085140e-02  -2.051135954650e-01   1.101357972165e+02  -2.558704497901e-02  -9.969569530898e+00   5.490764585249e+01  -4.486996344464e-03  -1.449558289999e-02
  5.500000000000e-01   1.951494475187e+02   2.102511330660e+00   2.050451907994e+00   1.020470821680e+02  -7.846698006043e-02  -1.879054806825e-01   1.111119546233e+02  -2.604534732868e-02  -9.969743796714e+00   5.541803836889e+01  -5.510553377323e-03  -1.454593698150e-02
  5.550000000000e-01   1.950317568346e+02   2.860775989533e+00   7.384536293668e-01   1.019845004692e+02  -1.590789751034e-01  -1.221215950644e-01   1.120875170461e+02  -2.650370084309e-02  -9.969108720817e+00   5.592811743575e+01  -6.519163021035e-03  -1.458524790269e-02
  5.600000000000e-01   1.949157720432e+02   2.864601730651e+00  -7.820465230383e-01   1.019222830909e+02  -1.957090992654e-01  -2.640093326219e-02   1.130624967805e+02  -2.696218105088e-02  -9.967664737655e+00   5.643788442981e+01  -7.512779553210e-03  -1.461338960495e-02
  5.650000000000e-01   1.947986091814e+02   2.109939986921e+00  -2.106396014336e+00   1.018603837366e+02  -1.800811286480e-01   7.332438699510e-02   1.140368942603e+02  -2.742069458379e-02  -9.965412351613e+00   5.694734114223e+01  -8.491381516317e-03  -1.463025306306e-02
  5.700000000000e-01   1.946788032439e+02   7.954021304878e-01  -2.882657741164e+00   1.017985565375e+02  -1.178497612480e-01   1.508422504845e-01   1.150106979837e+02  -2.787897682317e-02  -9.962352171174e+00   5.745648856241e+01  -9.454972977879e-03  -1.463574630863e-02
  5.750000000000e-01   1.945577786636e+02  -7.319536828544e-01  -2.905543647673e+00   1.017365992405e+02  -2.670391606058e-02   1.865387717998e-01   1.159838963315e+02  -2.833676392403e-02  -9.958484830822e+00   5.796532645082e+01  -1.040358299435e-02  -1.462979632264e-02
  5.800000000000e-01   1.944384632305e+02  -2.070150454778e+00  -2.170147880207e+00   1.016745547879e+02   6.862916490202e-02   1.723398448786e-01   1.169564896026e+02  -2.879397000289e-02  -9.953810866485e+00   5.847385413164e+01  -1.133726376738e-02  -1.461234812129e-02
  5.850000000000e-01   1.943224243702e+02  -2.869477740745e+00  -8.715551060175e-01   1.016126723125e+02   1.430733672813e-01   1.134772634635e-01   1.179284903918e+02  -2.925069338611e-02  -9.948330679875e+00   5.898207172953e+01  -1.225609133107e-02  -1.458336393796e-02
  5.900000000000e-01   1.942083513669e+02  -2.924423806620e+00   6.487664848512e-01   1.015511666904e+02   1.777799234651e-01   2.671429737119e-02   1.188999119724e+02  -2.970704584120e-02  -9.942044647637e+00   5.948998063898e+01  -1.316016480777e-02  -1.454282481471e-02
  5.950000000000e-01   1.940933555213e+02  -2.226093284388e+00   1.994613320703e+00   1.014900129145e+02   1.648709226567e-01  -6.439302162305e-02   1.198707561079e+02  -3.016297471091e-02  -9.934953278530e+00   5.999758277169e+01  -1.404960454627e-02  -1.449073006493e-02
  6.000000000000e-01   1.939757846676e+02  -9.618934208512e-01   2.819721264069e+00   1.014289748304e+02   1.091658702515e-01  -1.358656133120e-01   1.208410121489e+02  -3.061825084346e-02  -9.927057255765e+00   6.050487932204e+01  -1.492455308384e-02  -1.442709676693e-02
  6.050000000000e-01   1.938567970850e+02   5.364344659694e-01   2.917512009156e+00   1.013678369964e+02   2.653403598068e-02  -1.695856046378e-01   1.218106681271e+02  -3.107263009863e-02  -9.918357303291e+00   6.101187024882e+01  -1.578517479925e-02  -1.435196149198e-02
  6.100000000000e-01   1.937392042189e+02   1.881672649013e+00   2.272512292398e+00   1.013066126078e+02  -6.059096740900e-02  -1.578546996189e-01   1.227797229504e+02  -3.152602959692e-02  -9.908853996688e+00   6.151855496040e+01  -1.663165372495e-02  -1.426537956480e-02
  6.150000000000e-01   1.936247625218e+02   2.732655739137e+00   1.060745421713e+00   1.012455289002e+02  -1.292728218002e-01  -1.050888706367e-01   1.237481879972e+02  -3.197854919420e-02  -9.898547710602e+00   6.202493352531e+01  -1.746419381419e-02  -1.416742372950e-02
  6.200000000000e-01   1.935125443361e+02   2.881509023942e+00  -3.997756780240e-01   1.011848098791e+02  -1.620775611680e-01  -2.629748425640e-02   1.247160768689e+02  -3.243032252306e-02  -9.887438767352e+00   6.253100724490e+01  -1.828301847402e-02  -1.405818540779e-02
  6.250000000000e-01   1.933999010915e+02   2.304156421286e+00  -1.734203362965e+00   1.011244685750e+02  -1.514576727148e-01   5.715338805286e-02   1.256833933702e+02  -3.288134664424e-02  -9.875527650094e+00   6.303677806376e+01  -1.908836845483e-02  -1.393777438842e-02
  6.300000000000e-01   1.932850127594e+02   1.161958468252e+00  -2.608484336470e+00   1.010643046350e+02  -1.014247097867e-01   1.233033970446e-01   1.266501291265e+02  -3.333145160253e-02  -9.862815071051e+00   6.354224741003e+01  -1.988050223326e-02  -1.380631780053e-02
  6.350000000000e-01   1.931685560508e+02  -2.445224930782e-01  -2.813739138882e+00   1.010041015985e+02  -2.616072819017e-02   1.553389837789e-01   1.276162727068e+02  -3.378043017233e-02  -9.849301818548e+00   6.404741557302e+01  -2.065969599249e-02  -1.366396137183e-02
  6.400000000000e-01   1.930529673199e+02  -1.556176994153e+00  -2.315927165458e+00   1.009438307191e+02   5.397424758371e-02   1.458210484415e-01   1.285818212298e+02  -3.422819828441e-02  -9.834988524098e+00   6.455228217716e+01  -2.142624141938e-02  -1.351086908640e-02
  6.450000000000e-01   1.929401078693e+02  -2.448434901064e+00  -1.259086789927e+00   1.008836713037e+02   1.179196784641e-01   9.834762645340e-02   1.295467835353e+02  -3.467483549508e-02  -9.819875575828e+00   6.505684726317e+01  -2.218044536170e-02  -1.334722152758e-02
  6.500000000000e-01   1.928295848104e+02  -2.712335690236e+00   7.705658974650e-02   1.008238381933e+02   1.494087481366e-01   2.630046537844e-02   1.305111724157e+02  -3.512047572173e-02  -9.803963265129e+00   6.556111194815e+01  -2.292262966667e-02  -1.317321650461e-02
  6.550000000000e-01   1.927192417558e+02  -2.303190604093e+00   1.352509743466e+00   1.007643861251e+02   1.410552748829e-01  -5.090752742506e-02   1.314749936696e+02  -3.556516033065e-02  -9.787252028017e+00   6.606507807959e+01  -2.365312918408e-02  -1.298906904702e-02
  6.600000000000e-01   1.926072335851e+02  -1.345646786168e+00   2.254832843653e+00   1.007051718746e+02   9.602011689138e-02  -1.130349076595e-01   1.324382422094e+02  -3.600879075634e-02  -9.769742551694e+00   6.656874725715e+01  -2.437229141535e-02  -1.279501011338e-02
  6.650000000000e-01   1.924936781892e+02  -9.565650120473e-02   2.576411963272e+00   1.006459985902e+02   2.690158547030e-02  -1.442762577494e-01   1.334009083236e+02  -3.645121401308e-02  -9.751435645001e+00   6.707212015163e+01  -2.508047668967e-02  -1.259128710091e-02
  6.700000000000e-01   1.923804091939e+02   1.129091605453e+00   2.261932824324e+00   1.005867984739e+02  -4.777882814794e-02  -1.372291693641e-01   1.343629876978e+02  -3.689235178920e-02  -9.732331996525e+00   6.757519671751e+01  -2.577805634091e-02  -1.237816385993e-02
  6.750000000000e-01   1.922691996353e+02   2.031136683847e+00   1.415325592483e+00   1.005276857328e+02  -1.085169026556e-01  -9.458100812549e-02   1.353244858564e+02  -3.733225321825e-02  -9.712432049320e+00   6.807797704321e+01  -2.646541176907e-02  -1.215591908751e-02
  6.800000000000e-01   1.921601839956e+02   2.406190021442e+00   2.663671956578e-01   1.004688424016e+02  -1.398785635687e-01  -2.815082927149e-02   1.362854134664e+02  -3.777103168383e-02  -9.691736105690e+00   6.858046202728e+01  -2.714293436768e-02  -1.192484617999e-02
  6.850000000000e-01   1.920518789637e+02   2.189042038072e+00  -8.925470913123e-01   1.004103532199e+02  -1.343652438031e-01   4.438710197404e-02   1.372457774670e+02  -3.820875498278e-02  -9.670244557148e+00   6.908265329088e+01  -2.781102398516e-02  -1.168525335634e-02
  6.900000000000e-01   1.919426394888e+02   1.462282972628e+00  -1.781899298132e+00   1.003521411432e+02  -9.413799081324e-02   1.041891728131e-01   1.382055762922e+02  -3.864539159779e-02  -9.647958024038e+00   6.958455246904e+01  -2.847008797780e-02  -1.143746246219e-02
  6.950000000000e-01   1.918321165468e+02   4.277176719031e-01  -2.203105649867e+00   1.002940512034e+02  -3.022382832950e-02   1.360989378862e-01   1.391648030316e+02  -3.908085243985e-02  -9.624877281988e+00   7.008616056205e+01  -2.912054126680e-02  -1.118180869643e-02
  7.000000000000e-01   1.917214260984e+02  -6.501592352997e-01  -2.082453201130e+00   1.002359940689e+02   4.051901654372e-02   1.324316310516e-01   1.401234529558e+02  -3.951507884677e-02  -9.601003052852e+00   7.058747790956e+01  -2.976280511625e-02  -1.091864068008e-02
  7.050000000000e-01   1.916120194741e+02  -1.512723052570e+00  -1.481359156030e+00   1.001780172079e+02   9.983947214769e-02   9.475528485947e-02   1.410815283533e+02  -3.994809442714e-02  -9.576335856649e+00   7.108850474552e+01  -3.039730588948e-02  -1.064831921843e-02
  7.100000000000e-01   1.915043908955e+02  -1.969849507463e+00  -5.725504727383e-01   1.001202496737e+02   1.327683835754e-01   3.327469452876e-02   1.420390367640e+02  -4.037998109684e-02  -9.550876052467e+00   7.158924178932e+01  -3.102447477983e-02  -1.037121654173e-02
  7.150000000000e-01   1.913977658130e+02  -1.941348090548e+00   4.095640673955e-01   1.000627830551e+02   1.313398237180e-01  -3.595600097304e-02   1.429959849054e+02  -4.081081147279e-02  -9.524624016973e+00   7.208969035870e+01  -3.164474682684e-02  -1.008771624107e-02
  7.200000000000e-01   1.912909166947e+02  -1.468365471881e+00   1.230099957769e+00   1.000055988675e+02   9.644767522207e-02  -9.522574434818e-02   1.439523740440e+02  -4.124060244090e-02  -9.497580291888e+00   7.258985196400e+01  -3.225855976696e-02  -9.798212375946e-03
  7.250000000000e-01   1.911832561508e+02  -6.941606871699e-01   1.710365292331e+00   9.994859848951e+01   3.742404064789e-02  -1.296691710022e-01   1.449082005776e+02  -4.166932511098e-02  -9.469745574866e+00   7.308972779314e+01  -3.286635373719e-02  -9.503108693551e-03
  7.300000000000e-01   1.910752351851e+02   1.785677875626e-01   1.766245099954e+00   9.989169630241e+01  -3.048997740544e-02  -1.309415782398e-01   1.458634606247e+02  -4.209695239382e-02  -9.441120577264e+00   7.358931853577e+01  -3.346857055768e-02  -9.202818420256e-03
  7.350000000000e-01   1.909678107832e+02   9.412685258446e-01   1.420260568506e+00   9.983488847177e+01  -9.008918798142e-02  -9.917068578173e-02   1.468181541781e+02  -4.252349774452e-02  -9.411705885501e+00   7.408862464593e+01  -3.406565258671e-02  -8.897763428411e-03
  7.400000000000e-01   1.908615745278e+02   1.429782168136e+00   7.865834022577e-01   9.977824349891e+01  -1.265417663335e-01  -4.274699048454e-02   1.477722854175e+02  -4.294901479904e-02  -9.381501943757e+00   7.458764675984e+01  -3.465804215927e-02  -8.588373246833e-03
  7.450000000000e-01   1.907563247175e+02   1.559079138572e+00   3.519009286487e-02   9.972183474669e+01  -1.310307355655e-01   2.393452044063e-02   1.487258595277e+02  -4.337356612489e-02  -9.350509156886e+00   7.508638589992e+01  -3.524618096799e-02  -8.275084618251e-03
  7.500000000000e-01   1.906513605779e+02   1.335366924234e+00  -6.539493880171e-01   9.966568006111e+01  -1.028176817323e-01   8.416484873719e-02   1.496788792184e+02  -4.379719319744e-02  -9.318728011029e+00   7.558484333233e+01  -3.583050909856e-02  -7.958340835616e-03
  7.550000000000e-01   1.905461274251e+02   8.448604919290e-01  -1.134284052212e+00   9.960973643097e+01  -4.926385160847e-02   1.230937521393e-01   1.506313438261e+02  -4.421991132102e-02  -9.286159109778e+00   7.608302025097e+01  -3.641146443392e-02  -7.638590844679e-03
  7.600000000000e-01   1.904406220786e+02   2.244956829370e-01  -1.323191425365e+00   9.955394388087e+01   1.613994521355e-02   1.313465742634e-01   1.515832512441e+02  -4.464172733690e-02  -9.252803109563e+00   7.658091757085e+01  -3.698948215208e-02  -7.316288667768e-03
  7.650000000000e-01   1.903352806891e+02  -3.761067620622e-01  -1.213474742444e+00   9.949827409413e+01   7.719769637904e-02   1.072154681121e-01   1.525346005928e+02  -4.506266052306e-02  -9.218660623199e+00   7.707853597278e+01  -3.756499391490e-02  -6.991892754040e-03
  7.700000000000e-01   1.902305474409e+02  -8.309269309594e-01  -8.652713879885e-01   9.944274454883e+01   1.190122277081e-01   5.692998723634e-02   1.534853933819e+02  -4.548274968183e-02  -9.183732174120e+00   7.757587611446e+01  -3.813842718657e-02  -6.665865078686e-03
  7.750000000000e-01   1.901265332724e+02  -1.063269046846e+00  -3.828855078530e-01   9.938739462316e+01   1.315810564220e-01  -7.006061406917e-03   1.544356325903e+02  -4.590204470096e-02  -9.148018227447e+00   7.807293881086e+01  -3.871020472419e-02  -6.338670412790e-03
  7.800000000000e-01   1.900230067292e+02  -1.055933108605e+00   1.156192209487e-01   9.933225054745e+01   1.121260519420e-01  -6.895657896749e-02   1.553853208381e+02  -4.632059339365e-02  -9.111519258087e+00   7.856972505371e+01  -3.928074392762e-02  -6.010775677831e-03
  7.850000000000e-01   1.899196407909e+02  -8.455418211886e-01   5.273866041623e-01   9.927730816805e+01   6.563081392096e-02  -1.139775097515e-01   1.563344592372e+02  -4.673843477759e-02  -9.074235796303e+00   7.906623589203e+01  -3.985045621181e-02  -5.682649152603e-03
  7.900000000000e-01   1.898162640315e+02  -5.049210753845e-01   7.852055578758e-01   9.922254169677e+01   3.505674497719e-03  -1.313888991194e-01   1.572830475867e+02  -4.715560152355e-02  -9.036168422276e+00   7.956247229315e+01  -4.041974652636e-02  -5.354759711622e-03
  7.950000000000e-01   1.897129321952e+02  -1.200219948970e-01   8.656396450073e-01   9.916792523467e+01  -5.925079803593e-02  -1.172496707362e-01   1.582310854131e+02  -4.757212670158e-02  -8.997317726168e+00   8.005843508723e+01  -4.098901283543e-02  -5.027576145070e-03
  8.000000000000e-01   1.896098235335e+02   2.316756854059e-01   7.849768564935e-01   9.911344844772e+01  -1.076796699145e-01  -7.517708345456e-02   1.591785728909e+02  -4.798804864756e-02  -8.957684270728e+00   8.055412501099e+01  -4.155864555898e-02  -4.701566410227e-03
  8.050000000000e-01   1.895070863041e+02   4.959013907587e-01   5.864528598872e-01   9.905911756323e+01  -1.304006712504e-01  -1.536136894912e-02   1.601255110634e+02  -4.840341135200e-02  -8.917268580969e+00   8.104954279386e+01  -4.212902709790e-02  -4.377196855692e-03
  8.100000000000e-01   1.894047555291e+02   6.469779590261e-01   3.240512891358e-01   9.900494567951e+01  -1.222325519793e-01   4.794493194386e-02   1.610719014442e+02  -4.881826180645e-02  -8.876071159426e+00   8.154468921897e+01  -4.270053139679e-02  -4.054931507686e-03
  8.150000000000e-01   1.893027659552e+02   6.845483781991e-01   4.819193487823e-02   9.895094194119e+01  -8.530576627339e-02   9.983533620716e-02   1.620177454504e+02  -4.923264716062e-02  -8.834092509433e+00   8.203956512914e+01  -4.327352349053e-02  -3.735231366968e-03
  8.200000000000e-01   1.892010156047e+02   6.248357648477e-01  -2.029967998010e-01   9.889710627525e+01  -2.844767437119e-02   1.282385250695e-01   1.629630440518e+02  -4.964661341821e-02  -8.791333150336e+00   8.253417139114e+01  -4.384835908199e-02  -3.418553680637e-03
  8.250000000000e-01   1.890994237642e+02   4.907334125863e-01  -4.056662104752e-01   9.884343049085e+01   3.497286599489e-02   1.266777986302e-01   1.639077977417e+02  -5.006020567893e-02  -8.747793619441e+00   8.302850885017e+01  -4.442538417080e-02  -3.105351229385e-03
  8.300000000000e-01   1.889979577926e+02   3.045431828885e-01  -5.468913043372e-01   9.878990282809e+01   9.020562467545e-02   9.568331161994e-02   1.648520067215e+02  -5.047346908177e-02  -8.703474464493e+00   8.352257829992e+01  -4.500493469817e-02  -2.796071643299e-03
  8.350000000000e-01   1.888966333228e+02   8.544136879284e-02  -6.190817919814e-01   9.873651278030e+01   1.245340361637e-01   4.256677579190e-02   1.657956711488e+02  -5.088644969468e-02  -8.658376232944e+00   8.401638047712e+01  -4.558733619942e-02  -2.491156719788e-03
  8.400000000000e-01   1.887955013725e+02  -1.485405153182e-01  -6.156466371525e-01   9.868325447985e+01   1.301596329450e-01  -2.034995188110e-02   1.667387913485e+02  -5.129919501444e-02  -8.612499462302e+00   8.450991607695e+01  -4.617290348784e-02  -2.191041738305e-03
  8.450000000000e-01   1.886946288007e+02  -3.762316025331e-01  -5.304020489553e-01   9.863012812324e+01   1.059136441255e-01  -7.861328929504e-02   1.676813679429e+02  -5.171175403271e-02  -8.565844673759e+00   8.500318578065e+01  -4.676194037798e-02  -1.896154793883e-03
  8.500000000000e-01   1.885940708641e+02  -5.699485418023e-01  -3.612769489485e-01   9.857713916388e+01   5.743635616928e-02  -1.189473660269e-01   1.686234018653e+02  -5.212417692898e-02  -8.518412370957e+00   8.549619028478e+01  -4.735473943003e-02  -1.606916159862e-03
  8.550000000000e-01   1.884938377169e+02  -6.959159151988e-01  -1.167334231607e-01   9.852429498318e+01  -4.181559788544e-03  -1.322408557564e-01   1.695648942184e+02  -5.253651451012e-02  -8.470203046084e+00   8.598893032020e+01  -4.795158170441e-02  -1.323737662093e-03
  8.600000000000e-01   1.883938707215e+02  -7.198250962569e-01   1.782236736042e-01   9.847159952655e+01  -6.495843431748e-02  -1.155501218172e-01   1.705058459802e+02  -5.294881762223e-02  -8.421217193620e+00   8.648140664879e+01  -4.855273654710e-02  -1.047022052430e-03
  8.650000000000e-01   1.882940555194e+02  -6.166795335819e-01   4.799373767076e-01   9.841904824140e+01  -1.111869913041e-01  -7.269325973630e-02   1.714462576723e+02  -5.336113684511e-02  -8.371455326591e+00   8.697362003258e+01  -4.915846141933e-02  -7.771624062607e-04
  8.700000000000e-01   1.881942861754e+02  -3.820011918110e-01   7.303768582541e-01   9.836662722279e+01  -1.324924623744e-01  -1.333133391686e-02   1.723861292222e+02  -5.377352267375e-02  -8.320917984066e+00   8.746557118667e+01  -4.976900174025e-02  -5.145415593428e-04
  8.750000000000e-01   1.880945527546e+02  -4.028606251900e-02   8.682024346774e-01   9.831431934844e+01  -1.241110012337e-01   4.923231172879e-02   1.733254602270e+02  -5.418602603868e-02  -8.269605719018e+00   8.795726074486e+01  -5.038459072832e-02  -2.595315440175e-04
  8.800000000000e-01   1.879949827707e+02   3.532121200259e-01   8.445041452092e-01   9.826211536211e+01  -8.790171230305e-02   1.010290822361e-01   1.742642505700e+02  -5.459869864978e-02  -8.217519067747e+00   8.844868927056e+01  -5.100544929483e-02  -1.249301814768e-05
  8.850000000000e-01   1.878957755264e+02   7.196686582991e-01   6.390027866558e-01   9.821002217944e+01  -3.189140064068e-02   1.305149998798e-01   1.752025009909e+02  -5.501159272388e-02  -8.164658520262e+00   8.893985732002e+01  -5.163178598787e-02   2.262252450259e-04
  8.900000000000e-01   1.877970474717e+02   9.725087850887e-01   2.715699916128e-01   9.815805985998e+01   3.152721863886e-02   1.310987311565e-01   1.761402130755e+02  -5.542476031657e-02  -8.111024519205e+00   8.943076552119e+01  -5.226379690900e-02   4.562868248241e-04
  8.950000000000e-01   1.876987038466e+02   1.038653686250e+00  -1.954219796469e-01   9.810624610298e+01   8.833504029614e-02   1.025665746826e-01   1.770773884810e+02  -5.583825306378e-02  -8.056617498827e+00   8.992141460431e+01  -5.290166564747e-02   6.773681635963e-04
  9.000000000000e-01   1.876004688533e+02   8.797780433099e-01  -6.662277001742e-01   9.805457867876e+01   1.259604499269e-01   5.110904159337e-02   1.780140278752e+02  -5.625212280937e-02  -8.001437940901e+00   9.041180534360e+01  -5.354556331029e-02   8.891590416667e-04
  9.050000000000e-01   1.875020934502e+02   5.073886255481e-01  -1.031473424594e+00   9.800303154947e+01   1.360215760376e-01  -1.204284007903e-02   1.789501305004e+02  -5.666642253115e-02  -7.945486399905e+00   9.090193843969e+01  -5.419564852867e-02   1.091362954040e-03
  9.100000000000e-01   1.874035901349e+02  -1.344399567887e-02  -1.194395756724e+00   9.795157190117e+01   1.161500614125e-01  -7.306705193542e-02   1.798856949279e+02  -5.708120630491e-02  -7.888763464633e+00   9.139181443567e+01  -5.485206741351e-02   1.283697542397e-03
  9.150000000000e-01   1.873052765329e+02  -5.741966604095e-01  -1.097069063458e+00   9.790018719344e+01   7.051087497689e-02  -1.185538097261e-01   1.808207205847e+02  -5.749652767978e-02  -7.831269675712e+00   9.188143375118e+01  -5.551495364635e-02   1.465895053765e-03
  9.200000000000e-01   1.872075425068e+02  -1.045676110384e+00  -7.393992324092e-01   9.784889913371e+01   8.912458655085e-03  -1.384171981263e-01   1.817552087910e+02  -5.791243760140e-02  -7.773005466370e+00   9.237079682863e+01  -5.618442861504e-02   1.637702629848e-03
  9.250000000000e-01   1.871105050318e+02  -1.308627987792e+00  -1.849527527645e-01   9.779774886802e+01  -5.529922916483e-02  -1.280930940481e-01   1.826891622446e+02  -5.832898421969e-02  -7.713971187830e+00   9.285990427918e+01  -5.686060141743e-02   1.798882597353e-03
  9.300000000000e-01   1.870138573821e+02  -1.284706356254e+00   4.492262107869e-01   9.774676188257e+01  -1.081126049377e-01  -8.955451041281e-02   1.836225831473e+02  -5.874621559876e-02  -7.654167213152e+00   9.334875689507e+01  -5.754356896925e-02   1.949212885401e-03
  9.350000000000e-01   1.869170896627e+02  -9.595909513441e-01   1.017527823718e+00   9.769592191373e+01  -1.378769424309e-01  -3.092608607471e-02   1.845554714970e+02  -5.916418323147e-02  -7.593594036562e+00   9.383735549569e+01  -5.823341624465e-02   2.088487274892e-03
  9.400000000000e-01   1.868199319834e+02  -3.915055483779e-01   1.380047104076e+00   9.764517960165e+01  -1.378389799253e-01   3.522494102562e-02   1.854878251608e+02  -5.958294272781e-02  -7.532252273378e+00   9.432570072452e+01  -5.893021632779e-02   2.216515560549e-03
  9.450000000000e-01   1.867226353484e+02   2.981956993907e-01   1.437936142383e+00   9.759449284689e+01  -1.076464199808e-01   9.456429729231e-02   1.864196419198e+02  -6.000255008622e-02  -7.470142543683e+00   9.481379297702e+01  -5.963403049533e-02   2.333123922660e-03
  9.500000000000e-01   1.866258041502e+02   9.511678970144e-01   1.160706174541e+00   9.754386557279e+01  -5.349007171864e-02   1.340695747912e-01   1.873509218434e+02  -6.042305610962e-02  -7.407265330920e+00   9.530163254316e+01  -6.034490856791e-02   2.438155164713e-03
  9.550000000000e-01   1.865298814155e+02   1.409242471363e+00   5.978928515600e-01   9.749334874052e+01   1.315834178946e-02   1.448593604919e-01   1.882816678333e+02  -6.084450420175e-02  -7.343620944494e+00   9.578921985938e+01  -6.106288909647e-02   2.531468707227e-03
  9.600000000000e-01   1.864347284543e+02   1.553694228975e+00  -1.288454618479e-01   9.744299844482e+01   7.795853772128e-02   1.241657016005e-01   1.892118836306e+02  -6.126693459189e-02  -7.279209635759e+00   9.627655565139e+01  -6.178799942503e-02   2.612940822720e-03
  9.650000000000e-01   1.863397011780e+02   1.336647042396e+00  -8.522344281525e-01   9.739282541244e+01   1.267629426674e-01   7.601747268534e-02   1.901415708691e+02  -6.169039187479e-02  -7.214031778417e+00   9.676364082684e+01  -6.252025607150e-02   2.682464884367e-03
  9.700000000000e-01   1.862441999748e+02   7.961970172901e-01  -1.398654624702e+00   9.734278170920e+01   1.486809584220e-01   1.047015202078e-02   1.910707278084e+02  -6.211492881369e-02  -7.148087952126e+00   9.725047619356e+01  -6.325966501564e-02   2.739951274144e-03
  9.750000000000e-01   1.861482237406e+02   5.064877814857e-02  -1.630765684828e+00   9.729280011175e+01   1.384895627895e-01  -5.847573862988e-02   1.919993510576e+02  -6.254060221003e-02  -7.081378840337e+00   9.773706224702e+01  -6.400622171802e-02   2.785327489824e-03
  9.800000000000e-01   1.860524143622e+02  -7.275618135739e-01  -1.482805718669e+00   9.724285403291e+01   9.786131173772e-02  -1.158431192023e-01   1.929274389385e+02  -6.296746377029e-02  -7.013905018558e+00   9.822339922658e+01  -6.475991149826e-02   2.818538410876e-03
  9.850000000000e-01   1.859575131662e+02  -1.352453437701e+00  -9.793422147748e-01   9.719298438356e+01   3.512349408562e-02  -1.489113966706e-01   1.938549935115e+02  -6.339555401766e-02  -6.945666819576e+00   9.870948740817e+01  -6.552071000734e-02   2.839546124732e-03
  9.900000000000e-01   1.858636925965e+02  -1.669866765397e+00  -2.321424217653e-01   9.714326657621e+01  -3.642837697159e-02  -1.500219628588e-01   1.947820193208e+02  -6.382490545131e-02  -6.876664407672e+00   9.919532738160e+01  -6.628858330152e-02   2.848329808772e-03
  9.950000000000e-01   1.857703724514e+02  -1.596339297753e+00   5.847713787143e-01   9.709374441896e+01  -1.013277838268e-01  -1.183410119319e-01   1.957085198182e+02  -6.425555273941e-02  -6.806898010426e+00   9.968092005946e+01  -6.706348815076e-02   2.844885955024e-03
