  Time[s]              u[ft/s]            v[ft/s]                w[ft/s]              p[rad/s]             q[rad/s]             r[rad/s]             x[ft]                y[ft]                z[ft]                e0                   ex                   ey                   ez                  gamma[deg]
  1.540000000000e+01   2.010484983533e+02  -1.361746019942e-05   8.547992725158e-04   2.279926615823e-07   5.618588348143e-05   8.592246504379e-08   5.913468021996e-01  -3.177675541506e-04  -3.788559661449e+03  -4.491047341191e-07   7.072823056331e-01  -7.616306072845e-07  -7.069312131583e-01   8.997142094371e+01
  1.550000000000e+01   2.008127960044e+02  -1.375193527141e-05   6.767577175870e-04   2.301159671734e-07   5.679194882355e-05   8.759579240942e-08   6.013034529722e-01  -3.253751756267e-04  -3.808652734573e+03  -4.541362765802e-07   7.072843022973e-01  -7.727961477467e-07  -7.069292154969e-01   8.997104253243e+01
  1.560000000000e+01   2.005757904170e+02  -1.388859442520e-05   4.965021140012e-04   2.322641564007e-07   5.740551007425e-05   8.930262528849e-08   6.113801955820e-01  -3.331347141366e-04  -3.828722172213e+03  -4.591835823593e-07   7.072863205102e-01  -7.840969575617e-07  -7.069271962645e-01   8.997065982144e+01
  1.570000000000e+01   2.003374845253e+02  -1.402744647423e-05   3.140023809657e-04   2.344384825212e-07   5.802666954827e-05   9.104300489326e-08   6.215781479274e-01  -3.410489031975e-04  -3.848767844189e+03  -4.642463687955e-07   7.072883605384e-01  -7.955351246240e-07  -7.069251551940e-01   8.997027275442e+01
  1.580000000000e+01   2.000978812636e+02  -1.416848771642e-05   1.292278794930e-04   2.366400651001e-07   5.865553091633e-05   9.281700725214e-08   6.318984396914e-01  -3.491205278520e-04  -3.868789620618e+03  -4.693243931682e-07   7.072904226521e-01  -8.071127808460e-07  -7.069230920148e-01   8.996988127421e+01
  1.590000000000e+01   1.998569835666e+02  -1.431170280003e-05  -5.785259723291e-05   2.388698815281e-07   5.929219925018e-05   9.462475199901e-08   6.423422124904e-01  -3.573524255900e-04  -3.888787371907e+03  -4.744174464226e-07   7.072925071252e-01  -8.188320986635e-07  -7.069210064524e-01   8.996948532270e+01
  1.600000000000e+01   1.996147943693e+02  -1.445706572417e-05  -2.472708332242e-04   2.411287612151e-07   5.993678106717e-05   9.646641023783e-08   6.529106200260e-01  -3.657474872576e-04  -3.908760968758e+03  -4.795253463483e-07   7.072946142353e-01  -8.306952875844e-07  -7.069188982286e-01   8.996908484099e+01
  1.610000000000e+01   1.993713166069e+02  -1.460454094974e-05  -4.390591988338e-04   2.434173823970e-07   6.058938437421e-05   9.834221141667e-08   6.636048282380e-01  -3.743086579588e-04  -3.928710282166e+03  -4.846479303385e-07   7.072967442639e-01  -8.427045908380e-07  -7.069167670615e-01   8.996867976930e+01
  1.620000000000e+01   1.991265532146e+02  -1.475408459655e-05  -6.332506597266e-04   2.457362714485e-07   6.125011871117e-05   1.002524491656e-07   6.744260154588e-01  -3.830389379505e-04  -3.948635183420e+03  -4.897850478562e-07   7.072988974962e-01  -8.548622821828e-07  -7.069146126652e-01   8.996827004684e+01
  1.630000000000e+01   1.988805071281e+02  -1.490564570197e-05  -8.298787857171e-04   2.480858045671e-07   6.191909519370e-05   1.021974860726e-07   6.853753725701e-01  -3.919413835371e-04  -3.968535544102e+03  -4.949365527299e-07   7.073010742214e-01  -8.671706629188e-07  -7.069124347501e-01   8.996785561202e+01
  1.640000000000e+01   1.986331812830e+02  -1.505916751742e-05  -1.028977759518e-03   2.504662116578e-07   6.259642655539e-05   1.041777573912e-07   6.964541031614e-01  -4.010191079654e-04  -3.988411236088e+03  -5.001022954000e-07   7.073032747324e-01  -8.796320591491e-07  -7.069102330224e-01   8.996743640233e+01
  1.650000000000e+01   1.983845786151e+02  -1.521458881961e-05  -1.230582385437e-03   2.528775822258e-07   6.328222718941e-05   1.061937736897e-07   7.076634236901e-01  -4.102752823249e-04  -4.008262131546e+03  -5.052821152247e-07   7.073054993265e-01  -8.922488193285e-07  -7.069080071844e-01   8.996701235418e+01
  1.660000000000e+01   1.981347020604e+02  -1.537184521449e-05  -1.434728098063e-03   2.553198730644e-07   6.397661318952e-05   1.082461224711e-07   7.190045636434e-01  -4.197131364576e-04  -4.028088102940e+03  -5.104758329523e-07   7.073077483048e-01  -9.050233121262e-07  -7.069057569343e-01   8.996658340313e+01
  1.670000000000e+01   1.978835545551e+02  -1.553087041358e-05  -1.641450970973e-03   2.577929175066e-07   6.467970239057e-05   1.103354688047e-07   7.304787657027e-01  -4.293359598804e-04  -4.047889023026e+03  -5.156832434538e-07   7.073100219726e-01  -9.179579246304e-07  -7.069034819663e-01   8.996614948373e+01
  1.680000000000e+01   1.976311390351e+02  -1.569159746380e-05  -1.850787725495e-03   2.602964360010e-07   6.539161440847e-05   1.124625550261e-07   7.420872859095e-01  -4.391471027233e-04  -4.067664764853e+03  -5.209041088009e-07   7.073123206393e-01  -9.310550609084e-07  -7.069011819701e-01   8.996571052957e+01
  1.690000000000e+01   1.973774584368e+02  -1.585395991393e-05  -2.062775739568e-03   2.628300477646e-07   6.611247067962e-05   1.146281995736e-07   7.538313938333e-01  -4.491499766888e-04  -4.087415201766e+03  -5.261381517643e-07   7.073146446188e-01  -9.443171409347e-07  -7.068988566313e-01   8.996526647327e+01
  1.700000000000e+01   1.971225156964e+02  -1.601789290271e-05  -2.277453056708e-03   2.653932832625e-07   6.684239449998e-05   1.168332950371e-07   7.657123727417e-01  -4.593480560342e-04  -4.107140207402e+03  -5.313850497945e-07   7.073169942291e-01  -9.577465998915e-07  -7.068965056312e-01   8.996481724627e+01
  1.710000000000e+01   1.968663137501e+02  -1.618333415604e-05  -2.494858395137e-03   2.679855972686e-07   6.758151106368e-05   1.190788055060e-07   7.777315197730e-01  -4.697448785813e-04  -4.126839655690e+03  -5.366444295362e-07   7.073193697925e-01  -9.713458878388e-07  -7.068941286466e-01   8.996436277913e+01
  1.720000000000e+01   1.966088555343e+02  -1.635022488248e-05  -2.715031157073e-03   2.706063822639e-07   6.832994750125e-05   1.213657633061e-07   7.898901461101e-01  -4.803440467564e-04  -4.146513420855e+03  -5.419158619167e-07   7.073217716361e-01  -9.851174697491e-07  -7.068917253500e-01   8.996390300123e+01
  1.730000000000e+01   1.963501439853e+02  -1.651851055895e-05  -2.938011438221e-03   2.732549819429e-07   6.908783291761e-05   1.236952652225e-07   8.021895771572e-01  -4.911492286631e-04  -4.166161377416e+03  -5.471988578348e-07   7.073242000912e-01  -9.990638258925e-07  -7.068892954092e-01   8.996343784106e+01
  1.740000000000e+01   1.960901820392e+02  -1.668814160048e-05  -3.163840037491e-03   2.759307046057e-07   6.985529842975e-05   1.260684683054e-07   8.146311527189e-01  -5.021641591914e-04  -4.185783400183e+03  -5.524928644679e-07   7.073266554938e-01  -1.013187452558e-06  -7.068868384873e-01   8.996296722580e+01
  1.750000000000e+01   1.958289726324e+02  -1.685907391013e-05  -3.392558466948e-03   2.786328362338e-07   7.063247720420e-05   1.284865853570e-07   8.272162271809e-01  -5.133926411650e-04  -4.205379364261e+03  -5.577972622009e-07   7.073291381846e-01  -1.027490863085e-06  -7.068843542431e-01   8.996249108163e+01
  1.760000000000e+01   1.955665187009e+02  -1.703126930724e-05  -3.624208962029e-03   2.813606530604e-07   7.141950449437e-05   1.309508801991e-07   8.399461696937e-01  -5.248385465286e-04  -4.224949145049e+03  -5.631113621736e-07   7.073316485090e-01  -1.041976589194e-06  -7.068818423302e-01   8.996200933363e+01
  1.770000000000e+01   1.953028231809e+02  -1.720469583438e-05  -3.858834492037e-03   2.841134334684e-07   7.221651767782e-05   1.334626628146e-07   8.528223643584e-01  -5.365058175783e-04  -4.244492618239e+03  -5.684344044307e-07   7.073341868172e-01  -1.056647182568e-06  -7.068793023976e-01   8.996152190569e+01
  1.780000000000e+01   1.950378890083e+02  -1.737932794485e-05  -4.096478770928e-03   2.868904690691e-07   7.302365629341e-05   1.360232844556e-07   8.658462104150e-01  -5.483984682350e-04  -4.264009659817e+03  -5.737655566511e-07   7.073367534643e-01  -1.071505216675e-06  -7.068767340895e-01   8.996102872053e+01
  1.790000000000e+01   1.947717191190e+02  -1.755514657477e-05  -4.337186268409e-03   2.896910748343e-07   7.384106207852e-05   1.386341328044e-07   8.790191224331e-01  -5.605205853639e-04  -4.283500146062e+03  -5.791039134250e-07   7.073393488104e-01  -1.086553288797e-06  -7.068741370449e-01   8.996052969974e+01
  1.800000000000e+01   1.945043164488e+02  -1.773213910486e-05  -4.581002221358e-03   2.925145981801e-07   7.466887900637e-05   1.412966272692e-07   8.923425305055e-01  -5.728763301391e-04  -4.302963953546e+03  -5.844484960396e-07   7.073419732206e-01  -1.101794022218e-06  -7.068715108977e-01   8.996002476355e+01
  1.810000000000e+01   1.942356839332e+02  -1.791029921881e-05  -4.827972645586e-03   2.953604269200e-07   7.550725332336e-05   1.440122144860e-07   9.058178804437e-01  -5.854699394563e-04  -4.322400959136e+03  -5.897982527295e-07   7.073446270650e-01  -1.117230068564e-06  -7.068688552770e-01   8.995951383120e+01
  1.820000000000e+01   1.939658245076e+02  -1.808962666604e-05  -5.078144347933e-03   2.982279960289e-07   7.635633358668e-05   1.467823640958e-07   9.194466339767e-01  -5.983057273924e-04  -4.341811039992e+03  -5.951520593417e-07   7.073473107191e-01  -1.132864110237e-06  -7.068661698064e-01   8.995899682048e+01
  1.830000000000e+01   1.936947411074e+02  -1.827012693758e-05  -5.331564938731e-03   3.011167931810e-07   7.721627070212e-05   1.496085648530e-07   9.332302689522e-01  -6.113880867124e-04  -4.361194073566e+03  -6.005087203620e-07   7.073500245637e-01  -1.148698862935e-06  -7.068634541042e-01   8.995847364802e+01
  1.840000000000e+01   1.934224366676e+02  -1.845181086492e-05  -5.588282844635e-03   3.040263630439e-07   7.808721796213e-05   1.524923211164e-07   9.471702795407e-01  -6.247214904251e-04  -4.380549937606e+03  -6.058669702454e-07   7.073527689847e-01  -1.164737078199e-06  -7.068607077833e-01   8.995794422915e+01
  1.850000000000e+01   1.931489141230e+02  -1.863469415176e-05  -5.848347321818e-03   3.069563103337e-07   7.896933108426e-05   1.554351497633e-07   9.612681764420e-01  -6.383104933856e-04  -4.399878510151e+03  -6.112254749945e-07   7.073555443737e-01  -1.180981545989e-06  -7.068579304514e-01   8.995740847780e+01
  1.860000000000e+01   1.928741764083e+02  -1.881879684942e-05  -6.111808469562e-03   3.099063016524e-07   7.986276824995e-05   1.584385775583e-07   9.755254870953e-01  -6.521597339459e-04  -4.419179669535e+03  -6.165828339241e-07   7.073583511277e-01  -1.197435097237e-06  -7.068551217103e-01   8.995686630675e+01
  1.870000000000e+01   1.925982264580e+02  -1.900414278653e-05  -6.378717244228e-03   3.128760661448e-07   8.076769014378e-05   1.615041390024e-07   9.899437558911e-01  -6.662739356519e-04  -4.438453294385e+03  -6.219375815552e-07   7.073611896495e-01  -1.214100606359e-06  -7.068522811562e-01   8.995631762722e+01
  1.880000000000e+01   1.923210672060e+02  -1.919075896381e-05  -6.649125473630e-03   3.158653950316e-07   8.168425999310e-05   1.646333746759e-07   1.004524544387e+00  -6.806579089876e-04  -4.457699263622e+03  -6.272881895793e-07   7.073640603474e-01  -1.230980993703e-06  -7.068494083798e-01   8.995576234919e+01
  1.890000000000e+01   1.920427015864e+02  -1.937867492457e-05  -6.923085871804e-03   3.188741400821e-07   8.261264360834e-05   1.678278300828e-07   1.019269431527e+00  -6.953165531644e-04  -4.476917456458e+03  -6.326330688370e-07   7.073669636356e-01  -1.248079227917e-06  -7.068465029658e-01   8.995520038118e+01
  1.900000000000e+01   1.917631325327e+02  -1.956792211115e-05  -7.200652054193e-03   3.219022111090e-07   8.355300942370e-05   1.710890549963e-07   1.034180013861e+00  -7.102548579567e-04  -4.496107752400e+03  -6.379705712568e-07   7.073698999342e-01  -1.265398328208e-06  -7.068435644929e-01   8.995463163024e+01
  1.910000000000e+01   1.914823629782e+02  -1.975853321723e-05  -7.481878553237e-03   3.249495725702e-07   8.450552853860e-05   1.744186032980e-07   1.049257905771e+00  -7.254779055808e-04  -4.515270031250e+03  -6.432989917040e-07   7.073728696693e-01  -1.282941366483e-06  -7.068405925339e-01   8.995405600209e+01
  1.920000000000e+01   1.912003958559e+02  -1.995054154518e-05  -7.766820834389e-03   3.280162393756e-07   8.547037475965e-05   1.778180332956e-07   1.064504739699e+00  -7.409908726190e-04  -4.534404173099e+03  -6.486165696923e-07   7.073758732731e-01  -1.300711469359e-06  -7.068375866556e-01   8.995347340088e+01
  1.930000000000e+01   1.909172340984e+02  -2.014398037719e-05  -8.055535312543e-03   3.311022719988e-07   8.644772464339e-05   1.812889084994e-07   1.079922166377e+00  -7.567990319860e-04  -4.553510058336e+03  -6.539214909143e-07   7.073789111838e-01  -1.318711820032e-06  -7.068345464182e-01   8.995288372925e+01
  1.940000000000e+01   1.906328806382e+02  -2.033888236792e-05  -8.348079368902e-03   3.342077709994e-07   8.743775753968e-05   1.848327988319e-07   1.095511855063e+00  -7.729077549390e-04  -4.572587567639e+03  -6.592118885545e-07   7.073819838461e-01  -1.336945659996e-06  -7.068314713761e-01   8.995228688837e+01
  1.950000000000e+01   1.903473384071e+02  -2.053527896568e-05  -8.644511368263e-03   3.373328710626e-07   8.844065563588e-05   1.884512822414e-07   1.111275493776e+00  -7.893225131283e-04  -4.591636581982e+03  -6.644858443487e-07   7.073850917110e-01  -1.355416290616e-06  -7.068283610769e-01   8.995168277778e+01
  1.960000000000e+01   1.900606103368e+02  -2.073319986834e-05  -8.944890676748e-03   3.404777346633e-07   8.945660400183e-05   1.921459466841e-07   1.127214789539e+00  -8.060488806917e-04  -4.610656982631e+03  -6.697413893626e-07   7.073882352360e-01  -1.374127074533e-06  -7.068252150619e-01   8.995107129551e+01
  1.970000000000e+01   1.897726993584e+02  -2.093267251910e-05  -9.249277679975e-03   3.436425454601e-07   9.048579063557e-05   1.959183924403e-07   1.143331468622e+00  -8.230925363883e-04  -4.629648651144e+03  -6.749765044647e-07   7.073914148851e-01  -1.393081436935e-06  -7.068220328657e-01   8.995045233792e+01
  1.980000000000e+01   1.894836084029e+02  -2.113372164641e-05  -9.557733801662e-03   3.468275015215e-07   9.152840651001e-05   1.997702347238e-07   1.159627276793e+00  -8.404592657748e-04  -4.648611469374e+03  -6.801891204757e-07   7.073946311291e-01  -1.412282866661e-06  -7.068188140162e-01   8.994982579974e+01
  1.990000000000e+01   1.891933404006e+02  -2.133636885143e-05  -9.870321522693e-03   3.500328084830e-07   9.258464562040e-05   2.037031065457e-07   1.176103979564e+00  -8.581549634217e-04  -4.667545319467e+03  -6.853771179793e-07   7.073978844454e-01  -1.431734917173e-06  -7.068155580345e-01   8.994919157407e+01
  2.000000000000e+01   1.889018982816e+02  -2.154063224528e-05  -1.018710440063e-02   3.532586727279e-07   9.365470503278e-05   2.077186617907e-07   1.192763362452e+00  -8.761856351715e-04  -4.686450083859e+03  -6.905383267868e-07   7.074011753185e-01  -1.451441207385e-06  -7.068122644348e-01   8.994854955226e+01
  2.010000000000e+01   1.886092849754e+02  -2.174652613772e-05  -1.050814708968e-02   3.565052946773e-07   9.473878493325e-05   2.118185784648e-07   1.209607231234e+00  -8.945574004375e-04  -4.705325645282e+03  -6.956705250498e-07   7.074045042397e-01  -1.471405422368e-06  -7.068089327242e-01   8.994789962397e+01
  2.020000000000e+01   1.883155034112e+02  -2.195406077775e-05  -1.083351536112e-02   3.597728622691e-07   9.583708867835e-05   2.160045620740e-07   1.226637412210e+00  -9.132764945442e-04  -4.724171886760e+03  -7.007714380215e-07   7.074078717077e-01  -1.491631313937e-06  -7.068055624026e-01   8.994724167707e+01
  2.030000000000e+01   1.880205565176e+02  -2.216324214601e-05  -1.116327612424e-02   3.630615446955e-07   9.694982284626e-05   2.202783490941e-07   1.243855752469e+00  -9.323492711098e-04  -4.742988691610e+03  -7.058387364712e-07   7.074112782282e-01  -1.512122701133e-06  -7.068021529627e-01   8.994657559765e+01
  2.040000000000e+01   1.877244472229e+02  -2.237407179795e-05  -1.149749744764e-02   3.663714864627e-07   9.807719728920e-05   2.246417104943e-07   1.261264120161e+00  -9.517822044720e-04  -4.761775943440e+03  -7.108700347579e-07   7.074147243143e-01  -1.532883470614e-06  -7.067987038899e-01   8.994590126999e+01
  2.050000000000e+01   1.874271784547e+02  -2.258654675607e-05  -1.183624858115e-02   3.697028018247e-07   9.921942518667e-05   2.290964552776e-07   1.278864404770e+00  -9.715818921558e-04  -4.780533526153e+03  -7.158628885770e-07   7.074182104866e-01  -1.553917576967e-06  -7.067952146620e-01   8.994521857650e+01
  2.060000000000e+01   1.871287531403e+02  -2.280065944897e-05  -1.217959997813e-02   3.730555696352e-07   1.003767230999e-04   2.336444340065e-07   1.296658517389e+00  -9.917550573876e-04  -4.799261323943e+03  -7.208147923907e-07   7.074217372731e-01  -1.575229042953e-06  -7.067916847491e-01   8.994452739768e+01
  2.070000000000e+01   1.868291742064e+02  -2.301639769426e-05  -1.252762331830e-02   3.764298286541e-07   1.015493110273e-04   2.382875422814e-07   1.314648391006e+00  -1.012308551653e-03  -4.817959221298e+03  -7.257231765619e-07   7.074253052097e-01  -1.596821959710e-06  -7.067881136139e-01   8.994382761215e+01
  2.080000000000e+01   1.865284445793e+02  -2.323374472202e-05  -1.288039153107e-02   3.798255733315e-07   1.027374124610e-04   2.430277241461e-07   1.332835980789e+00  -1.033249357304e-03  -4.836627102998e+03  -7.305854042076e-07   7.074289148402e-01  -1.618700486912e-06  -7.067845007107e-01   8.994311909657e+01
  2.090000000000e+01   1.862265671845e+02  -2.345267923497e-05  -1.323797881936e-02   3.832427500889e-07   1.039412544445e-04   2.478669753954e-07   1.351223264375e+00  -1.054584590210e-03  -4.855264854114e+03  -7.353987677942e-07   7.074325667160e-01  -1.640868852910e-06  -7.067808454864e-01   8.994240172555e+01
  2.100000000000e+01   1.859235449473e+02  -2.367317550135e-05  -1.360046068393e-02   3.866812541033e-07   1.051610676318e-04   2.528073467642e-07   1.369812242166e+00  -1.076321502465e-03  -4.873872360012e+03  -7.401604854944e-07   7.074362613968e-01  -1.663331354863e-06  -7.067771473793e-01   8.994167537176e+01
  2.110000000000e+01   1.856193807923e+02  -2.389520347605e-05  -1.396791394824e-02   3.901409265962e-07   1.063970863470e-04   2.578509469813e-07   1.388604937624e+00  -1.098467485139e-03  -4.892449506348e+03  -7.448676973294e-07   7.074399994505e-01  -1.686092358884e-06  -7.067734058198e-01   8.994093990568e+01
  2.120000000000e+01   1.853140776434e+02  -2.411872894561e-05  -1.434041678382e-02   3.936215526183e-07   1.076495486457e-04   2.629999456742e-07   1.407603397580e+00  -1.121030071088e-03  -4.910996179073e+03  -7.495174611188e-07   7.074437814533e-01  -1.709156300190e-06  -7.067696202296e-01   8.994019519582e+01
  2.130000000000e+01   1.850076384242e+02  -2.434371369235e-05  -1.471804873620e-02   3.971228593167e-07   1.089186963773e-04   2.682565761150e-07   1.426809692537e+00  -1.144016937817e-03  -4.929512264427e+03  -7.541067482605e-07   7.074476079898e-01  -1.732527683295e-06  -7.067657900223e-01   8.993944110850e+01
  2.140000000000e+01   1.847000660574e+02  -2.457011567312e-05  -1.510089075135e-02   4.006445146623e-07   1.102047752488e-04   2.736231378006e-07   1.446225916982e+00  -1.167435910401e-03  -4.947997648945e+03  -7.586324393633e-07   7.074514796533e-01  -1.756211082237e-06  -7.067619146026e-01   8.993867750782e+01
  2.150000000000e+01   1.843913634654e+02  -2.479788920804e-05  -1.548902520269e-02   4.041861266122e-07   1.115080348894e-04   2.791019988645e-07   1.465854189705e+00  -1.191294964462e-03  -4.966452219452e+03  -7.630913197547e-07   7.074553970457e-01  -1.780211140860e-06  -7.067579933663e-01   8.993790425572e+01
  2.160000000000e+01   1.840815335699e+02  -2.502698517471e-05  -1.588253591869e-02   4.077472426736e-07   1.128287289170e-04   2.846955983199e-07   1.485696654120e+00  -1.215602229210e-03  -4.984875863067e+03  -7.674800748834e-07   7.074593607778e-01  -1.804532573154e-06  -7.067540257006e-01   8.993712121182e+01
  2.170000000000e+01   1.837705792918e+02  -2.525735120363e-05  -1.628150821095e-02   4.113273498356e-07   1.141671150051e-04   2.904064481361e-07   1.505755478587e+00  -1.240365990550e-03  -5.003268467200e+03  -7.717952856366e-07   7.074633714696e-01  -1.829180163663e-06  -7.067500109833e-01   8.993632823352e+01
  2.180000000000e+01   1.834585035517e+02  -2.548893187071e-05  -1.668602890298e-02   4.149258748279e-07   1.155234549520e-04   2.962371351568e-07   1.526032856747e+00  -1.265594694244e-03  -5.021629919553e+03  -7.760334235908e-07   7.074674297500e-01  -1.854158767967e-06  -7.067459485833e-01   8.993552517580e+01
  2.190000000000e+01   1.831453092692e+02  -2.572166888299e-05  -1.709618635950e-02   4.185421846650e-07   1.168980147506e-04   3.021903228645e-07   1.546531007855e+00  -1.291296949159e-03  -5.039960108119e+03  -7.801908462114e-07   7.074715362572e-01  -1.879473313246e-06  -7.067418378600e-01   8.993471189130e+01
  2.200000000000e+01   1.828309993636e+02  -2.595550125394e-05  -1.751207051633e-02   4.221755874337e-07   1.182910646597e-04   3.082687530052e-07   1.567252177123e+00  -1.317481530562e-03  -5.058258921185e+03  -7.842637920160e-07   7.074756916392e-01  -1.905128798925e-06  -7.067376781631e-01   8.993388823021e+01
  2.210000000000e+01   1.825155767534e+02  -2.619036546524e-05  -1.793377291098e-02   4.258253332756e-07   1.197028792773e-04   3.144752470834e-07   1.588198636062e+00  -1.344157383512e-03  -5.076526247328e+03  -7.882483757149e-07   7.074798965531e-01  -1.931130297407e-06  -7.067334688331e-01   8.993305404023e+01
  2.220000000000e+01   1.821990443563e+02  -2.642619561191e-05  -1.836138671377e-02   4.294906155229e-07   1.211337376139e-04   3.208127077429e-07   1.609372682834e+00  -1.371333626306e-03  -5.094761975417e+03  -7.921405833372e-07   7.074841516662e-01  -1.957482954891e-06  -7.067292092002e-01   8.993220916660e+01
  2.230000000000e+01   1.818814050895e+02  -2.666292352844e-05  -1.879500675964e-02   4.331705719394e-07   1.225839231690e-04   3.272841200485e-07   1.630776642609e+00  -1.399019554016e-03  -5.112965994612e+03  -7.959362673531e-07   7.074884576555e-01  -1.984191992288e-06  -7.067248985848e-01   8.993135345196e+01
  2.240000000000e+01   1.815626618694e+02  -2.690047889347e-05  -1.923472958062e-02   4.368642860229e-07   1.240537240072e-04   3.338925526848e-07   1.652412867925e+00  -1.427224642101e-03  -5.131138194367e+03  -7.996311417969e-07   7.074928152079e-01  -2.011262706216e-06  -7.067205362974e-01   8.993048673629e+01
  2.250000000000e+01   1.812428176119e+02  -2.713878931150e-05  -1.968065343893e-02   4.405707883261e-07   1.255434328375e-04   3.406411590908e-07   1.674283739053e+00  -1.455958550097e-03  -5.149278464424e+03  -8.032207773958e-07   7.074972250210e-01  -2.038700470089e-06  -7.067161216378e-01   8.992960885698e+01
  2.260000000000e+01   1.809218752320e+02  -2.737778036986e-05  -2.013287836081e-02   4.442890577541e-07   1.270533470925e-04   3.475331785465e-07   1.696391664372e+00  -1.485231125404e-03  -5.167386694818e+03  -8.067005967055e-07   7.075016878023e-01  -2.066510735291e-06  -7.067116538957e-01   8.992871964868e+01
  2.270000000000e+01   1.805998376440e+02  -2.761737567001e-05  -2.059150617100e-02   4.480180227982e-07   1.285837690105e-04   3.545719372327e-07   1.718739080742e+00  -1.515052407145e-03  -5.185462775877e+03  -8.100658692529e-07   7.075062042702e-01  -2.094699032430e-06  -7.067071323498e-01   8.992781894328e+01
  2.280000000000e+01   1.802767077615e+02  -2.785749683244e-05  -2.105664052794e-02   4.517565626707e-07   1.301350057178e-04   3.617608492783e-07   1.741328453890e+00  -1.545432630123e-03  -5.203506598218e+03  -8.133117066844e-07   7.075107751537e-01  -2.123270972674e-06  -7.067025562684e-01   8.992690656984e+01
  2.290000000000e+01   1.799524884975e+02  -2.809806347464e-05  -2.152838695973e-02   4.555035083055e-07   1.317073693139e-04   3.691034178175e-07   1.764162278798e+00  -1.576382228872e-03  -5.221518052749e+03  -8.164330579135e-07   7.075154011927e-01  -2.152232249163e-06  -7.066979249084e-01   8.992598235458e+01
  2.300000000000e+01   1.796271827641e+02  -2.833899316208e-05  -2.200685290077e-02   4.592576431939e-07   1.333011769571e-04   3.766032360719e-07   1.787243080097e+00  -1.607911841794e-03  -5.239497030670e+03  -8.194247042643e-07   7.075200831383e-01  -2.181588638490e-06  -7.066932375158e-01   8.992504612079e+01
  2.310000000000e+01   1.793007934726e+02  -2.858020133244e-05  -2.249214772919e-02   4.630177040276e-07   1.349167509523e-04   3.842639884754e-07   1.810573412466e+00  -1.640032315399e-03  -5.257443423472e+03  -8.222812546024e-07   7.075248217526e-01  -2.211346002245e-06  -7.066884933253e-01   8.992409768880e+01
  2.320000000000e+01   1.789733235338e+02  -2.882160119357e-05  -2.298438280508e-02   4.667823811259e-07   1.365544188405e-04   3.920894518590e-07   1.834155861040e+00  -1.672754708645e-03  -5.275357122938e+03  -8.249971404429e-07   7.075296178095e-01  -2.241510288623e-06  -7.066836915598e-01   8.992313687588e+01
  2.330000000000e+01   1.786447758575e+02  -2.906310359568e-05  -2.348367150944e-02   4.705503186242e-07   1.382145134897e-04   4.000834967100e-07   1.857993041823e+00  -1.706090297374e-03  -5.293238021138e+03  -8.275666110276e-07   7.075344720943e-01  -2.272087534087e-06  -7.066788314307e-01   8.992216349625e+01
  2.340000000000e+01   1.783151533528e+02  -2.930461687897e-05  -2.399012928400e-02   4.743201144088e-07   1.398973731875e-04   4.082500885211e-07   1.882087602102e+00  -1.740050578857e-03  -5.311086010437e+03  -8.299837283575e-07   7.075393854042e-01  -2.303083865072e-06  -7.066739121376e-01   8.992117736097e+01
  2.350000000000e+01   1.779844589280e+02  -2.954604669758e-05  -2.450387367185e-02   4.780903197823e-07   1.416033417355e-04   4.165932892420e-07   1.906442220878e+00  -1.774647276443e-03  -5.328900983489e+03  -8.322423621689e-07   7.075443585484e-01  -2.334505499742e-06  -7.066689328676e-01   8.992017827788e+01
  2.360000000000e+01   1.776526954907e+02  -2.978729582122e-05  -2.502502435888e-02   4.818594388502e-07   1.433327685457e-04   4.251172588463e-07   1.931059609291e+00  -1.809892344317e-03  -5.346682833238e+03  -8.343361848401e-07   7.075493923482e-01  -2.366358749777e-06  -7.066638927958e-01   8.991916605157e+01
  2.370000000000e+01   1.773198659475e+02  -3.002826391575e-05  -2.555370321613e-02   4.856259276206e-07   1.450860087378e-04   4.338262570241e-07   1.955942511064e+00  -1.845797972372e-03  -5.364431452920e+03  -8.362586662130e-07   7.075544876375e-01  -2.398650022192e-06  -7.066587910849e-01   8.991814048333e+01
  2.380000000000e+01   1.769859732043e+02  -3.026884730432e-05  -2.609003434301e-02   4.893881928140e-07   1.468634232395e-04   4.427246450109e-07   1.981093702939e+00  -1.882376591191e-03  -5.382146736059e+03  -8.380030683159e-07   7.075596452627e-01  -2.431385821183e-06  -7.066536268846e-01   8.991710137104e+01
  2.390000000000e+01   1.766510201664e+02  -3.050893871052e-05  -2.663414411137e-02   4.931445903808e-07   1.486653788878e-04   4.518168875600e-07   2.006515995136e+00  -1.919640877150e-03  -5.399828576472e+03  -8.395624399721e-07   7.075648660830e-01  -2.464572749993e-06  -7.066483993317e-01   8.991604850908e+01
  2.400000000000e+01   1.763150097379e+02  -3.074842698506e-05  -2.718616121058e-02   4.968934237280e-07   1.504922485323e-04   4.611075550666e-07   2.032212231806e+00  -1.957603757633e-03  -5.417476868264e+03  -8.409296112781e-07   7.075701509707e-01  -2.498217512795e-06  -7.066431075503e-01   8.991498168842e+01
  2.410000000000e+01   1.759779448223e+02  -3.098719681766e-05  -2.774621669349e-02   5.006329416597e-07   1.523444111408e-04   4.706013258489e-07   2.058185291496e+00  -1.996278416380e-03  -5.435091505833e+03  -8.420971879367e-07   7.075755008113e-01  -2.532326916578e-06  -7.066377506506e-01   8.991390069633e+01
